URL,1(pro) or -1(aint),Text 
https://answersingenesis.org/evidence-against-evolution/were-you-there/,0,""" â€œWere you there?â€ is not intended to ask a question of personal presence, but to point to God, who was there. It is to expose the worldview and the presuppositions through which the past is interpreted. Of course we know that the person promoting the evolutionary views was not there billions or millions of years ago to witness a fish changing slowly into a land-dwelling creature. The question is intended to help the evolutionist recognize that they are making a historical claim apart from any eyewitness testimony. But Christians do have an eyewitness testimony. But a witness is only as good as his character. The witness we point to is the very Creator Himselfâ€”the Triune God of the Bible. The Father, Son, and Spirit were involved in the Creation (Genesis 1:1â€“2; John 1:1â€“5; Hebrews 1:1â€“4). We know that we can trust what God has said because He is a faithful and truthful God who cannot lie or deny His own perfect character (Titus 1:1â€“3; Hebrews 6:17â€“18). Further, God has revealed to us through human authors how He created the universe and the world we live in (Genesis 1â€“2; 2 Peter 1:20â€“21). We have an eyewitness testimony that explains the historical claims we make about the age of the Earth, the origin of plants and animals, and the first humans to walk the planet. The skeptic might protest that the Bible is not trustworthy, that God hasnâ€™t spoken clearly, or that He doesnâ€™t even exist. Rather than trusting the Bibleâ€™s eyewitness testimony, they prefer to trust the reasoning of other people. Here is the crux of the matterâ€”this is an issue of authority. â€œWere you there?â€ should be used to call people to acknowledge that they are placing their trust in one of two placesâ€”the ideas of fallible men or the eyewitness testimony of the perfect Creator God. Worldviews and Authority Underlying this issue is an idea that is evident in the authorâ€™s presentation of how her thinking shifted from believing the Bibleâ€™s account of history to the evolutionary view. Her thinking shifted from looking at the world through the lens of Scripture to looking at the world through the lens of humanism and its underlying tenet of naturalismâ€”a form of atheism. The starting assumption in this religious and philosophical view demands that man can use his own reasoning to determine truth and only natural explanations are allowed to answer questions in historical science (origins science). No one needs to directly observe an aquatic species slowly evolving the ability to crawl onto dry land in order for scientists to surmise that mammals evolved from a fish. As Wortman said, we can observe the evidence in the fossil record and draw reasonable conclusions. We must not forget two important pointsâ€”facts donâ€™t speak for themselves and everyone has the same evidence. Knowing these two things, we should never say that there is evidence for creation or evidence for evolution. The fossil evidence mentioned in the article is common to everyone and must be interpreted to present arguments and explanations for how old it is, how it died, what it ate, and other historical questions that are not able to be directly observed, repeated, or tested."""
https://answersingenesis.org/evidence-against-evolution/were-you-there/,0,"In her new thinking, the evidence is interpreted through the lens of naturalism rather than Scriptureâ€”but she doesnâ€™t seem to see the hypocrisy of her own statements. She says it is proper for the evidence to be interpreted from a naturalistic philosophy that denies God exists or was involved in creation, but not from a supernatural view. But why is one philosophical foundation appropriate and the other inappropriate in a scientific investigation about the past? If matter is all that exists, how do they account for the existence of logic or the laws of nature? They rely on these ideas to inform their scientific study, but they have no foundation to explain why these ideas should exist. To choose natural, evolutionary processes over a supernatural explanation is merely an arbitrary preference, not a demand of scientific investigation. When approaching the topic as a Christian, we have the only true and reasonable starting pointâ€”the existence of the Creator God and His revelation to us. If God does not exist, as the atheist demands, we have no reason to believe that logic or the laws of nature should exist. Historical and Origins Science It is evident that the author does not understand the distinction between historical science and operational science. Biblical creationists involved in scientific endeavors can agree with much of the scientific study that happens in the laboratories to understand how things work and apply that knowledge to technologies like computers, medicines, and transportation. We can agree with the sequence of the DNA in different organisms and the structure of biological molecules. We part ways when those facts are used to interpret events in the pastâ€”historical or origins science. Because God has revealed to us that He created distinct kinds of organisms from the beginning, we must reject the idea that a fish evolved into a frog. A worldview based on evolution is not using science that is observable, repeatable, and testable, but simply surmising how that fish changed into a frog. The worldview determines the interpretation. Naturalism or atheism demands a natural mechanism of accidental interactions over billions of years of evolution. Sincere Apologetics If that is all this author was trained to do, those who taught her did a poor job.4 We need to teach a fair representation of the unbiblical views so that there is a clear understanding and ability to communicate and challenge false ideas. If we teach a false view of evolution that mocks and dismisses evolutionists, how will a child or young adult respond when they hear an evangelist for evolutionary views present a case that seems orderly and logical? It is no surprise that those students who have heard a misrepresentation of the evolutionary view respond with sincere questions and intrigue about the validity of the ideas when presented with a persuasive argument for evolution. As Christians, we would expect the same as we share the truth about Christianity with someone who has only heard partial truths or misrepresentations about what the Bible really teaches. Donâ€™t be afraid to challenge those who believe in evolution, whether Christians or atheists, with the question â€œWere you there?â€ But also be prepared to use it to point to the eyewitness testimony of the God who has created us, reminding them that the God who created us also stepped into history as our Savior (Genesis 1; John 1). Jesus Christ is Creator, Savior, and Lord, so let us use these opportunities to call those who believe in evolution to repent and look to Christ as Lord."
http://www.changinglives.org.au/evolution.html,0,"What does the theory of evolution need to explain? If biologists propose the evolution of life (by natural processes and mutations) then the scientific community (scientists who study cosmology and abiogenesis) need to be able to explain how the raw materials (the earth, the sun and the first cell) essential for the evolution of life came into being. If you have no sun, earth or first cell we can have no evolution of life. In the evolutionist framework, the sun, the earth and the first cell came about by random, mindless, blind and unguided processes. Random, mindless, blind and unguided processes never achieve anything. In natural selection, the environment affects the gene frequency in a population. Even so, natural selection is a mindless and blind process acting on mutations which are random, mindless and blind. Evolution (which is mindless and blind) will never achieve anything. Read our answer to the question: ""Does evolution of life in reality have anything more than just â€˜sheer higgledy-piggledy luckâ€™?"" EVIDENCE 1: The universe could NOT have created itself nor has it always existed a. The universe could NOT have created itself In his latest book, misleadingly entitled The Grand Design, Steven Hawking makes the adventurous claim that â€œbecause there is a law such as gravity, the universe can and will create itself from nothing.â€ Think about that. Dr. John Lennox (Professor in Mathematics at Oxford University acknowledges that Hawking is a brilliant theoretical physicist but responds to Hawkingâ€™s assertion that â€œthe universe can and will create itself from nothingâ€ with; â€œThat sounds to me like something out of Alice in Wonderland ... itâ€™s not science!â€11 Lennox explains by saying; ""If I say â€œX creates X,â€ I presuppose the existence of X in order to account for the existence of X. To presuppose the existence of the universe to account for its existence is logically incoherent.""12 Or put simply; â€œFrom nothing, nothing comes!â€ or â€œNo-thing cannot do anything!â€13 In relation to Hawking's latest idea Dr. Lennox rightly concludes; ""What this all goes to show is that nonsense remains nonsense, even when talked by world-famous scientists"".14 The universe cannot have created itself! Ravi Zacharias and John Lennox discuss Stephenâ€™s Hawkingâ€™s ideas in his latest book entitled The Grand Design (4 part audio) b. The universe could NOT have always existed The idea that the universe has always been in existence has been thoroughly rejected on scientific grounds. The Laws of Thermodynamics show the universe must have had a beginning. The First Law of Thermodynamics says that there is only a finite amount of energy and the Second Law says that the amount of available energy is continually decreasing. If the universe had existed forever, all the available existing energy would have already been used up. THE ONLY LOGICAL CONCLUSION The only logical / scientific explanation for the existence of the universe is that it was created by an outside intelligence. EVIDENCE 2: The Second Law of Thermodynamics says no! The Second Law of Thermodynamics tells us that a system will always go from order to disorder unless there is a plan or outside intelligence to organize it. World-renowned evolutionist Isaac Asimov when discussing the Second Law of Thermodynamics said: ""Another way of stating the second law then is: 'The universe is constantly getting more disorderly!'"" Viewed that way we can see the second law all about us. We have to work hard to straighten a room, but left to itself it becomes a mess again very quickly and very easily. Even if we never enter it, it becomes dusty and musty. How difficult to maintain houses, and machinery, and our own bodies in perfect working order: how easy to let them deteriorate. In fact, all we have to do is nothing, and everything deteriorates, collapses, breaks down, wears out, all by itself - and that is what the second law is all about.""1 As Isaac Asimov says, everything becomes 'a mess ... deteriorates, collapses, breaks down, wears out, all by itself'. Now in complete opposition to one of most firmly established laws in science (the Second Law of Thermodynamics), people who support the theory of Evolution would have us believe that things become more organised and complex when left to themselves! Some people argue that the earth is an open system and therefore the Second Law of Thermodynamics does not apply. Simply pouring in energy (sunlight) into the earth does not override the Second Law of Thermodynamics. As shown in Isaac Asimov's quote above, the Second Law still applies on earth. Pouring energy into a system makes things more disordered!"
http://www.changinglives.org.au/evolution.html,0,"The brilliant scientist Lord Kelvin who actually formulated the Second Law of Thermodynamics says for very good scientific reasons; ""Overwhelming strong proofs of intelligent and benevolent design lie around us ... the atheistic idea is so non-sensical that I cannot put it into words."" 9 As Dr John Ross of Harvard University rightly states:""â€¦ there are no known violations of the Second Law of Thermodynamics. Ordinarily the second law is stated for isolated systems, but the second law applies equally well to open systems. â€¦""7 Evolution has no plan or outside intelligence and, according to the Second Law of Thermodynamics, can never take place. Second Law of Thermodynamics - Does this basic law of nature prevent Evolution? EVIDENCE 3. Living Things Never Arise from Non-living Things To produce a living thing you must start with a living thing. Evolution requires non-living matter to turn into a living organism and this has never been observed. A Biology textbook puts it like this: ""As we have seen, the life of every organism comes from its parents or parent. Does life ever spring from nonliving matter? We can find no evidence of this happening. So far as we can tell, life comes only from life. Biologists call this the principal of biogenesis."" 8 So when it comes to real science (i.e. things we can actually establish by observation and experiment) life always comes from life! Evolutionists insist life came from nonliving matter but they have no way of proving this. Just saying something repeatedly doesn't make it true! Why Is Abiogenesis Impossible? EVIDENCE 4: Complex Systems do not evolve 'bit by bit' In the following quote, Darwin himself acknowledges the logical absurdity of a complex organ like the eye being formed using the natural processes he was suggesting in his theory. Darwinâ€™s own deductive reasoning should have caused him to reject his own theory but sadly it did not and Darwin continued to promote his theory of trying to explain the complexity of life using natural processes only. We are NOT saying that the following quote was Darwinâ€™s conclusion but that it should have been Darwinâ€™s conclusion. Darwin said: ""To suppose that the eye with all its inimitable contrivances for adjusting the focus to different distances, for admitting different amounts of light and for the correction of spherical and chromatic aberration, could have been formed by natural selection, seems, I freely confess, absurd in the highest degree."" 3 No mechanism has been put forward that even begins to explain how something like the human eye could have been produced by time, chance, natural selection and mutation. A baby needs a number of very complex, interdependent systems to live and survive. These systems include the nervous, digestive, excretory, circulatory, skeletal, muscular and an immune system. For the baby to survive and live each system requires all the other systems to be functioning. Therefore all these systems must be in operation at the same time and could not have evolved slowly over millions of years. Think of the amazing intricacy of the male reproductive system coming about by time, chance and random mutation. It would need to be fully functional all along the evolutionary timeline so that reproduction could continue. And remember this highly unlikely progression would be pointless unless the female reproductive system had randomly evolved in perfect sync to compliment the developing male system so they both worked in harmony over the millions of years of evolutionary refinement! Of course, this logic applies to all the other species on earth as well. There is no evidence anywhere of the evolution of such systems. More than that, not even any hypothetical process can be thought of to explain how something like the brain and the digestive system could have evolved bit by bit over time! Can evolution be the source of life in all its complexity? EVIDENCE 5: The Missing Links are Still Missing If evolution was true, there should be large numbers of intermediate fossil organisms present in the fossil record. Despite over a hundred years of intensive world wide research into the fossil record, the 'missing links' are still well and truly 'missing'. Evolutionists such as Stephen Jay Gould reluctantly concede this when they say, ""The evolutionary trees that adorn our textbooks have data only at the tips and nodes of their branches; the rest is inference, however reasonable, not based on the evidence of fossils."" 2 What does the fossil record teach us about evolution? Who's who & what's what in the world of ""missing"" links? Is there fossil evidence of 'missing links' between humans and apes? Did ancient humans live millions of years ago?"
http://www.changinglives.org.au/evolution.html,0,"EVIDENCE 6: Mutations are contrary to Evolution Natural selection (better adapted organisms surviving to pass on genetic material) cannot produce evolution because it produces no NEW genetic material. Mutations are random changes in the genetic makeup of organisms. Evolutionists say that mutations supply the new genes needed for evolution to proceed. For over 1500 generations, fruit flies have been subjected to radiation and chemicals.4 This caused mutations in the flies. If you take a human generation to be 25 years, this is equal to around 37 500 years (1500 x 25) in human terms. What happened to these mutated flies over this time? Firstly, they were still flies and had not evolved into anything else! Secondly the flies as a population were worse off with many dying, having curly wings or stubby wings. Mutations are an example of the Second Law of Thermodynamics (when things are left to themselves they become more disordered over time). It is amazing that evolutionists would put forward mutations as the mechanism by which evolution could somehow take place! A person with one sickle-cell anaemia gene (a mutation) and malaria has more chance of surviving malaria than a person without the mutated gene. Evolutionists point to this as evolution in action. Read more on malaria / sickle-cell anaemia Evolution (things becoming more ordered) and mutations (things becoming more disordered) are processes going in opposite directions! Mutations are not a friend of evolution but an enemy that ultimately cuts the theory down and destroys it! Can genetic mutations produce positive changes in living creatures? EVIDENCE 7: Probability Facts are also contrary to Evolution Evolutionists such as Sir Fred Hoyle concede this when they say ""The chance that higher life forms might have emerged in this way (time and chance) is comparable with the chance that 'a tornado sweeping through a junk-yard might assemble a Boeing 747 from the materials therein.'""5 In a desperate attempt to override the very powerful argument that life could never arise by chance, Richard Dawkins conjectures that â€œIf the odds of life originating spontaneously on a planet were a billion to one against â€¦â€10 A billion to one is only 1 in 10 to the 9th power. BUT the probability of even one single protein molecule consisting of 200 amino acids arising spontaneously by chance is 1 in 10 raised to power of 260. This is calculated by raising 20 (the number of different types amino acids available) to the power of 200 (the number of amino acids in the protein chain). Even if the whole universe was packed with amino acids combining frantically for billions of years, it would not produce even one such protein molecule let alone produce a living cell. Read our answer to the question: ""Does evolution of life in reality have anything more than just â€˜sheer higgledy-piggledy luckâ€™?"" Let's now put this in its larger context. Proteins are 'made' by genes in the cell. * The average human gene consists of 3000 bases, but sizes vary greatly, with the largest known human gene being dystrophin at 2.4 million bases. * The total number of human genes is estimated at 30,000. * The human genome has some 3 billion DNA base pairs. Except for mature red blood cells, all human cells contain a complete genome! * The constellation of all proteins in a cell is called its proteome. Unlike the relatively unchanging genome, the dynamic proteome changes from minute to minute in response to tens of thousands of intra- and extracellular environmental signals. A proteinâ€™s chemistry and behavior are specified by the gene sequence and by the number and identities of other proteins made in the same cell at the same time and with which it associates and reacts. * Finally, It is estimated that the human body may contain over two million different proteins, each with a unique function. There is no chance that the human body could have come about by chance! Probability Arguments in Why Is Abiogenesis Impossible? Great scientists from the past and present talk on Evolution and God How Antony Flew (an outspoken atheist for 60 years) came to believe there is a God Four Things That Two Ex Sceptics Got Wrong"
http://www.changinglives.org.au/evolution.html,0,"GREAT SCIENTISTS FROM THE PAST C.S. Lewis showed the very strong connection between the development of modern scientific thought and the belief the scientists held in a Creator (Lawgiver). â€œMen became scientific because they expected law in nature and they expected law in nature because they believed in a lawgiver.â€14 ""Overwhelming strong proofs of intelligent and benevolent design lie around us ... the atheistic idea is so non-sensical that I cannot put it into words."" (Lord Kelvin) ""I am a Christian ... I believe only and alone ... in the service of Jesus Christ ... In Him is all refuge, all solace."" (Johannes Kepler) ""The more I study nature, the more I stand amazed at the work of the Creator. Science brings men nearer to God."" (Louis Pasteur). Pasteur strongly opposed Darwin's theory of evolution because he felt it did not conform to the scientific evidence. Robert Boyle believed in Jesus Christ's ""Passion, His death, His resurrection and ascension, and all of those wonderful works which He did during His stay upon earth, in order to confirm the belief of His being God as well as man."" ""Order is manifestly maintained in the universe â€¦ the whole being governed by the sovereign will of God."" (James Prescott Joule) ""There are those who argue that the universe evolved out a random process, but what random process could produce the brain of man or the system of the human eye?"" (Werhner Von Braun) ""Almighty Creator and Preserver of all things, praised be all Thou has created."" (Carl Linnaeus) ""I am a believer in the fundamental doctrines of Christianity."" (Sir Joseph Lister) ""Atheism is so senseless. When I look at the solar system, I see the earth at the right distance from the sun to receive the proper amounts of heat and light. This did not happen by chance."" ""The true God is a living, intelligent and powerful being."" (Sir Isaac Newton) Michael Faraday was careful to ""Thank God, first, for all His gifts."" Taken from the book 21 Great Scientists Who Believed the Bible by Ann Lamont published by Answers in Genesis, P.O. Box 6302, Acacia Ridge D.C., Queensland, 4110, Australia, 1995. PRESENT DAY PhD SCIENTISTS ""The evidence points to an intelligent designer of the vast array of life, both living and extinct, rather than to unguided mindless evolution."" (Nancy M Darrall, Speech Therapist at the Bolton Community Health Care Trust in the UK. She holds a PhD in Botany from the University of Wales.) ""Evolutionary theories of the universe cannot counteract the above arguments for the existence of God."" (John M Cimbala, Professor of Mechanical Engineering, Pennsylvania State University. John holds a PhD in Aeronautics.) ""The correspondence between the global catastrophe in the geological record and the Flood described in Genesis is much too obvious for me to conclude that these events must be one and the same."" (John R Baumgardner, Technical Staff Member in the Theoretical Division of Los Alamos National Laboratory. John holds a PhD in Geophysics and Space Physics from UCLU.) ""We have already seen that no such system could possibly appear by chance. Life in its totality must have been created in the beginning, just as God told us."" (John P Marcus, Research Officer at the Cooperative Research Centre for Tropical Plant Pathology, University of Queensland, Australia. John holds a PhD in Biological Chemistry from the University of Michigan.) ""The fossil record is considered to be the primary evidence for evolution, yet it does not demonstrate a complete chain of life from simple forms to complex."" (Larry Vardiman, Professor from the Department of Astro-Geophysics for Creation Research, USA. Larry holds a PhD in Atmospheric Science from Colorado State University.) ""I â€¦ have no hesitation in rejecting the evolutionary hypothesis of origins and affirming the biblical alternative that 'in six days the Lord God created the heavens and earth and all that in them is'. (Dr Taylor is senior lecturer in Electrical Engineering at the University of Liverpool. Dr Taylor has a PhD in Electrical Engineering and has authored over 80 scientific articles.) ""I believe God provides evidence of His creative power for all to experience personally in our lives. To know the Creator does not require an advanced degree in science or theology."" (Timothy G Standish is an Associate Professor of Biology at Andrews University in the USA. Dr Standish holds a PhD in Biology and Public Policy from George Mason University, USA.) ""At the same time I found I could reject evolution and not commit intellectual suicide, I began to realise I could also accept a literal creation and still not commit intellectual suicide."" (AJ Monty White, Student Advisor, Dean of Students Office, at the University of Cardiff, UK. Dr White holds a PhD in the field of Gas Kinetics.) ""So life did not arise by natural processes, nor could the grand diversity of life have arisen through no-intelligent natural processes (evolution). Living things were created by God, as the Bible says."" (Don Batten, a research scientist for Answer in Genesis in Australia. Dr Batten holds a PhD in Plant Physiology from the University of Sydney and worked for 18 years as a research scientist with the New South Wales Department of Agriculture.) ""In the words of the well-known scientist, Robert Jastrow, 'for the scientist who has lived by faith in the power of reason, the story [of the quest for the answers about the origin of life and the universe] ends like a bad dream. He has scaled the mountains of ignorance; he is about to conquer the highest peak; as he pulls himself over the final rock, he is greeted by a band of theologians who have been sitting there for centuries."" (Jerry R Bergman, Instructor of Science at Northwest State College, Archbold, Ohio. He holds a PhD in Evaluation and Research from Wayne State University and a PhD in Human Biology from Columbia Pacific University.)"
http://creation.com/theological-case-against-evolution,0,"We all like science. In fact, we couldnâ€™t live without it. Science has helped us put man on the moon, put the Internet in our pockets, see 14 billion light-years into space, and unveil a universe of microbiological machines within each living cell. Science has given us life-saving vaccines against polio, smallpox and measles. Yet science owes an incredible debt to theology.1 History repeatedly demonstrates that where men have built their epistemic foundations upon Scripture, their science has flourished.2 But subsequent to the â€œAge of Enlightenmentâ€ (c. 1650â€“1800), science has ascended to the throne, happily usurping the Scriptures in every place she can. As Michael Bauman puts it, â€œTheology, the Queen of the Sciences, has been banished to the back of the bus by her own bigoted descendants.â€3 We need to remember that man is fallible, and as the history of science has repeatedly shown, so is science. One of the most audacious and specious theories to fall under the broad umbrella of â€˜scienceâ€™ in the last 200 years is the notion that everything evolved over billions of years. The theory suffers from innumerable theological, philosophical and scientific problems. But in this article I would ask you to consider the following theological problems created by maintaining an evolutionary account of origins. It makes death our friend instead of our enemy. Theistic evolutionists, in an endeavour to embrace both Darwin and Moses, claim that God created all the original kinds of animals and plants through a process of natural selection (contra Genesis 1â€“2). Natural selection is indeed a recognised phenomenon at work on our planet, empowered by the reality of death. But according to Genesis 3, death came as a result of Adamâ€™s disobedience and Godâ€™s curse upon this earth.4 When we reject this history, we are compelled instead to view death, bloodshed, violence, disease and the general struggle for survival as the God-given blessings of a perfect world. Yet this makes little sense of 1 Corinthians 15:26, and construes the God of creation to be a moral monster. History repeatedly demonstrates that where men have built their epistemic foundations upon Scripture, their science has flourished. It calls into question the meaning of â€˜goodâ€™ because God called a world typified by death, disease, pain and strife, â€œgoodâ€. This has a direct bearing on how we think about God who is, in himself, the ultimate standard of goodness (Mark 10:18) and how we construct our theodicy5â€”one of the greatest challenges in apologetics. Without the historicity of the fall of man and its ramifications on creation, the distinction between good and evil is lost."
http://creation.com/theological-case-against-evolution,0,"It calls into question the authority of Scripture. An obvious contradiction exists between the record of our origins in Genesis and the popular story of evolution: The source of Creation. God created the world (Genesis 1:1). This is in contradiction to atheism and philosophical naturalism, one of the major premises inspiring the idea of evolution. Thus Dawkins writes, â€œalthough atheism might have been logically tenable before Darwin, Darwin made it possible to be an intellectually fulfilled atheist.6â€ Similarly, Peter Lawrence writes, â€œIn this vital mission to discredit the supernatural, nothing has proved more important than The Origin of Species.â€7The order of Creation. God created the earth before the creation of the solar system (Genesis 1:1 & 1:14â€“18). God created light before He created the sun (Genesis 1:3, 16). God created the plants before the creation of stars, moon and sun (Genesis 1:11). God created the birds before the creation of land-dwelling animals (Genesis 1:20). The mechanism of Creation. God created all things out of nothingâ€”not using pre-existing material (Hebrews 11:3). God created all the plants and animals according to their kinds, instead of a single organism which evolved from one kind into another, and then into everything else (Genesis 1:12, 21, 24). God created man directly from the dust of the earth, not from another animal (Genesis 2:7)."
http://creation.com/theological-case-against-evolution,0,"God created man in his image and gave him dominion over the animals, thereby making him distinct from the animals (Genesis 1:26). The time of Creation. God created the world in six days8 as opposed to vast ages/epochs of time (cf. Genesis 1, Exodus 20:11) God created man at the beginning of time, not the end of time. Jesus claimed in Mark 10:6, â€œfrom the beginning of creation, â€˜God made them male and femaleâ€™â€ â€¦ as opposed to at the end of creation. According to the evolutionary timescale, mankind appears only as an appendix at the end of billions or years of evolutionary struggle. So the real question is â€œWas Jesus wrong?â€ (Other NT references to mankind being created at the beginning not the end of creation include Luke 11:50â€“51 and Romans 1:20). This has led some, like the prominent theistic evolutionist, Francis Collins, to write: â€œIf Jesus as a finite human being erred from time to time, there is no reason at all to suppose that Moses, Paul, John wrote Scripture without error. Rather, we are wise to assume that the biblical authors expressed themselves as human beings writing from the perspectives of their own finite, broken horizons.â€9 If true, this would bring into question everything else spoken by Jesus and would undermine the inspiration and infallibility of Scripture10. The completion of Creation. According to Godâ€™s word, the creation of the universe has been completed (Genesis 2:3 and Exodus 20:11). God is no longer creating the cosmos. Yet on evolutionary terms, the universe and everything in it are still evolving. The goodness of Creation. As already mentioned, death, disease, cancer, pain and suffering came after the fall of man, not before. Evolution, via the uniformitarian interpretation of the fossil record, places all these fallen elements before man even appears on the scene. If God intended animals to kill each other in a perfect world, why does he describe the new heavens and new earth using language like: â€œThe wolf and the lamb shall graze together; the lion shall eat straw like the ox, and dust shall be the serpentâ€™s food. They shall not hurt or destroy in all my holy mountainâ€ (Isaiah 65:25). It also makes no sense of Romans 8:20â€“22 and Revelation 21:4. It sets a hermeneutical precedent. Two millennia worth of commentaries on the book of Genesis bear witness to the fact that the orthodox interpretation has been the straightforward, literal approach to the text, taking the creation narrative as history.11 But today there are many competing interpretations of Genesis. It is worth noting, therefore, that the framework hypothesis, day-age theory, gap-theory, analogical days theory, Genesis-as-myth, progressive creation and theistic evolutionary theories all find their origin in the 19th and 20th centuries. As Hall has observed, â€œit is a very difficult task to reproduce pre-1800 Christian literature that both employs rigorous exegetical methodology and that defends something other than a literal interpretation of Genesis 1â€“11.â€12 If we allow popular opinion to preside over the interpretation of the first book of the Bible, what stops us from butchering the other 65? If weâ€™re going to put on naturalistic glasses to resolve the question of originsâ€”is there anything to stop us taking that framework of interpretation elsewhere? Floating axe heads, the virgin birth, water turning into wine, the multiplication of loaves and fishes, Jesus walking on water and the resurrection of the dead are not even remotely feasible according to â€˜scienceâ€™. So should we let â€˜scienceâ€™ dictate here also? One compromise leads to another."
http://creation.com/theological-case-against-evolution,0,"When Christians capitulate to canonising popular opinion over the Word of God, non-Christians sit back and laugh because their suspicions are once again confirmed, i.e. science holds all the cards, not Scripture. It makes a mockery of Christ and Christianity. Genesis is effectively relegated to the status of a â€˜just-soâ€™ story. When Christians capitulate to canonising popular opinion over the Word of God, non-Christians sit back and laugh because their suspicions are once again confirmed, i.e. science holds all the cards, not Scripture. Consider the claims of the 19th century sceptic, George Foote, who wrote, â€œAnd if man himself has descended, or ascended, from lower forms of life; if he has been developed through thousands of generations from a branch of the Simian family; it necessarily follows that the Garden of Eden is a fairy tale, that Adam and Eve were not the parents of the human race, that the Fall is an oriental legend, that Original Sin is a theological libel on humanity, that the Atonement is an unintelligible dogma, and the Incarnation a relic of ancient mythology.â€13 It deprives us of real answers concerning origins, and leaves the biggest argument for naturalism, atheism or agnosticism unchallenged. Without evolution, these worldviews are entirely bankrupt. When we decide not to discuss or debate on matters of origin, we effectively leave the pagan world unchallenged. It becomes the Achillesâ€™ heel of our apologetics. To leave the origins discussion merely at the â€œsomething or someone did itâ€ level is entirely unhelpful because most of the world believes that a thing or a being made this universe. This is not where the debate is at. Even Dawkins14 and Hawking15 have recently conceded that aliens could have done it. The real problem here is the authority of Godâ€™s word versus the evolutionary story of origins. Itâ€™s only when people submit to Scripture that they will find Christ. They wonâ€™t find Christ in science, although a careful reflection upon the magnificence of Godâ€™s creation might lead them to Scripture. Therefore, in order to effectively address the question of origins in a way that is relevant and helpful to people, we need to let the Bible speak (Romans 10:17)! If we are not prepared to accept the inspired eye-witness testimony of someone who was there at the beginning, who actually made it all and told us how he did it, we lose the only answers we have in this world to help the millions of people today who are asking those kinds of questions. For example, Marcus Dods (1834â€“1909), writing only a decade after Darwin, exhorted his readers, in the opening paragraph of his commentary on Genesis with: â€œIf any one is in search of accurate information regarding the age of this earth, or its relation to the sun, moon, and stars, or regarding the order in which plants and animals have appeared upon it, he is referred to recent text-books in astronomy, geology, and palaeontology. No one for a moment dreams of referring a serious student of these subjects to the Bible as a source of information.â€16 Why do we so readily defer to the speculations of men on our origins when they were never there in the beginning to observe it? The only authority we have on the subject of creation is Godâ€”not man. Questions about origins are primarily theological (and historical), not scientific. If we disregard the Bible in our investigation we lose the only authoritative data we have! It robs God of his glory. Evolutionists claim that this world is not the product of creative intelligence but instead the result of a fantastic fortuitous fluke. Any theistic synthesis with evolution does little to improve upon this robbery. The claim that God made this world using a brutally wasteful, mindless, random process over billions of years undermines the infinite wisdom and creative brilliance employed in the careful construction of our universe. We give credit to artists, inventors, architects and engineers for their intelligent designs. Why do we rob God of the credit He deserves? Consider Psalm 19. To conclude with the words of Robert Jastrow, â€œFor the scientist who has lived by faith in the power of reason, the story ends like a bad dream. He has scaled the mountains of ignorance; he is about to conquer the highest peak; as he pulls himself over the final rock, he is greeted by a band of theologians who have been sitting there for centuriesâ€¦â€17 Will you be with those at the top of the mountain?"
